,ID,Startzeit,Fertigstellungszeit,Schulform,Alter,"Schulstufe (1. Jg HTL oder Fachschule = 9. Schulstufe, 4. Jg = 12. Schulstufe); für Kolleg bzw. Tageskolleg bitte >13 wählen",Geschlecht,Ich finde Onlineunterricht (alle Schüler/innen/Studierende sind zuhause) im Allgemeinen genauso gut wie normalen Unterricht (Präsenzunterricht). 5 Sterne = trifft voll zu,"Gib an, wie gut deine Bedingungen zum Onlinelernen zuhause sind (Computer, Internet, angenehmer Arbeitsplatz). 5 Sterne = sehr gut",Ich nehme am Onlineunterricht normalerweise über einen Laptop von zuhause aus teil. (5 trifft voll zu),"Gib an, ob der Onlineunterricht für dich im Allgemeinen anstrengender ist als Präsenzunterricht (5 Sterne = trifft voll zu)","Gib an, ob die Arbeitsbelastung für die Schule durch den Onlineunterricht im Allgemeinen  zunimmt (5 Sterne = sehr stark)",dass er nicht zeitig in der Früh ist,dass ich zuhause Ruhe habe,dass oft genug eine Pause eingelegt wird,dass der Unterricht gut strukturiert ist,"dass Onlineübungen eingebunden sind, die nicht bewertet sind, z.B. ein paar Fragen, wo man erfährt, ob sie stimmen, oder nicht, die aber nicht bewertet werden",dass Spiele in den Unterricht eingebunden werden,"dass es Arbeitsaufträge gibt, bei denen ich mit einem oder mehreren meiner Mitschüler/innen zusammenarbeite","dass klar ist, welche Leistungen zu erbringen sind","Wenn ich etwas Privates vom Lehrer/der Lehrerin mitbekomme (z.B. Kinder, Haustiere im Hintergrund etc.)",wenn ich im Onlineunterricht namentlich angesprochen werden,"wenn der Lehrer/die Lehrerin zeigt bzw. zugibt, dass sie sich irgendwo nicht auskennt",wenn ich im Unterricht gelobt werde,wenn andere im Onlineunterricht gelobt werden,"Ergänze hier Faktoren, die deine Freude am Onlineunterricht erhöhen, die bei Frage 12 nicht genannt sind.","Kreuze an, welche Vorteile der Unterricht im Klassenzimmer gegenüber dem Onlineunterricht hat.","Wenn du bei Frage 14 ""Sonstige"" angekreuzt hast, gib an, was du dabei gemeint hast.","Hast du den Eindruck, dass  ältere Lehrkräfte (>35 Jahre) im Allgemeinen schlechter mit der Gestaltung des  Onlineunterrichts zurecht kommen tun als jüngere Lehrkräfte? (5 Sterne= trifft voll zu)","Ich fände es gut, wenn auch in Zukunft ein Teil des Unterrichts online stattfindet (5 Sterne = trifft voll zu)",Kommentare,Schule
372,35,2021-03-15 13:46:28,2021-03-15 13:49:15,HTL,16-17,11,männlich,4.0,4.0,5.0,3.0,1.0,egal,wichtig,sehr wichtig,sehr wichtig,egal,gar nicht wichtig,egal,sehr wichtig,gar nicht wichtig,wichtig,gar nicht wichtig,egal,egal,,direktes Gespräch mit Lehrkraft möglich;Reaktion der Lehrkraft auf das Verhalten der Schüler/innen besser erkennbar;Nachfragen einfacher;,,1.0,4.0,,TGM
373,1,2021-03-12 09:44:46,2021-03-12 09:48:25,HTL,18-20,>13,männlich,1.0,5.0,5.0,1.0,5.0,sehr wichtig,sehr wichtig,sehr wichtig,gar nicht wichtig,gar nicht wichtig,gar nicht wichtig,gar nicht wichtig,sehr wichtig,gar nicht wichtig,gar nicht wichtig,gar nicht wichtig,gar nicht wichtig,gar nicht wichtig,Garnichts es ist schule keiner hat bock drauf,direktes Gespräch mit Lehrkraft möglich;keine technischen Fertigkeiten (Computerbedienung) dafür erforderlich;Reaktion der Lehrkraft auf das Verhalten der Schüler/innen besser erkennbar;Zusammenarbeit mit Mitschüler/innen einfacher;,,1.0,1.0,,bautechnikum
374,2,2021-03-12 09:45:38,2021-03-12 09:49:12,HTL,>20,>13,weiblich,1.0,4.0,5.0,4.0,3.0,wichtig,,,sehr wichtig,wichtig,egal,wichtig,sehr wichtig,wichtig,wichtig,wichtig,sehr wichtig,sehr wichtig,,direktes Gespräch mit Lehrkraft möglich;Reaktion der Lehrkraft auf das Verhalten der Schüler/innen besser erkennbar;Zusammenarbeit mit Mitschüler/innen einfacher;Nachfragen einfacher;,,1.0,1.0,,bautechnikum
375,3,2021-03-12 09:44:28,2021-03-12 09:50:18,HTL,16-17,11,männlich,3.0,3.0,5.0,4.0,2.0,egal,wichtig,egal,wichtig,egal,nicht wichtig,wichtig,wichtig,egal,egal,egal,wichtig,wichtig,,keine technischen Fertigkeiten (Computerbedienung) dafür erforderlich;Zusammenarbeit mit Mitschüler/innen einfacher;Nachfragen einfacher;,,2.0,2.0,,bautechnikum
376,4,2021-03-12 09:46:28,2021-03-12 09:50:49,Fachschule,18-20,9,männlich,1.0,1.0,1.0,5.0,5.0,egal,,,nicht wichtig,,,,,gar nicht wichtig,,,,,,direktes Gespräch mit Lehrkraft möglich;keine technischen Fertigkeiten (Computerbedienung) dafür erforderlich;Reaktion der Lehrkraft auf das Verhalten der Schüler/innen besser erkennbar;Zusammenarbeit mit Mitschüler/innen einfacher;Nachfragen einfacher;,,2.0,,,bautechnikum
377,5,2021-03-12 09:45:32,2021-03-12 09:51:42,HTL,16-17,11,männlich,4.0,4.0,5.0,3.0,4.0,wichtig,wichtig,wichtig,wichtig,sehr wichtig,egal,sehr wichtig,wichtig,egal,egal,wichtig,wichtig,wichtig,"Selbsteinteilung der Arbeitsaufträge, der Weg zur Schule wird gespart, bequemer",direktes Gespräch mit Lehrkraft möglich;keine technischen Fertigkeiten (Computerbedienung) dafür erforderlich;Reaktion der Lehrkraft auf das Verhalten der Schüler/innen besser erkennbar;Zusammenarbeit mit Mitschüler/innen einfacher;Nachfragen einfacher;,,3.0,3.0,,bautechnikum
378,6,2021-03-12 09:43:17,2021-03-12 09:52:31,Tageskolleg,18-20,>13,männlich,3.0,5.0,5.0,3.0,2.0,wichtig,wichtig,sehr wichtig,egal,wichtig,nicht wichtig,wichtig,sehr wichtig,wichtig,wichtig,sehr wichtig,wichtig,sehr wichtig,,direktes Gespräch mit Lehrkraft möglich;ruhigere Arbeitsumgebung als zuhause;Nachfragen einfacher;,,5.0,1.0,,bautechnikum
379,7,2021-03-12 09:49:37,2021-03-12 09:53:00,HTL,16-17,10,weiblich,2.0,4.0,5.0,3.0,3.0,nicht wichtig,sehr wichtig,egal,sehr wichtig,sehr wichtig,nicht wichtig,nicht wichtig,wichtig,egal,sehr wichtig,wichtig,sehr wichtig,wichtig,,direktes Gespräch mit Lehrkraft möglich;keine technischen Fertigkeiten (Computerbedienung) dafür erforderlich;Reaktion der Lehrkraft auf das Verhalten der Schüler/innen besser erkennbar;Nachfragen einfacher;,,3.0,4.0,,bautechnikum
380,8,2021-03-12 09:49:38,2021-03-12 09:53:57,Fachschule,16-17,11,männlich,3.0,5.0,3.0,5.0,5.0,sehr wichtig,egal,wichtig,egal,wichtig,wichtig,sehr wichtig,sehr wichtig,nicht wichtig,egal,sehr wichtig,wichtig,wichtig,Keine Ahnung ,keine technischen Fertigkeiten (Computerbedienung) dafür erforderlich;Zusammenarbeit mit Mitschüler/innen einfacher;direktes Gespräch mit Lehrkraft möglich;,,5.0,3.0,,bautechnikum
381,9,2021-03-12 09:52:19,2021-03-12 09:55:31,HTL,16-17,11,weiblich,3.0,5.0,4.0,5.0,4.0,gar nicht wichtig,wichtig,sehr wichtig,wichtig,wichtig,gar nicht wichtig,sehr wichtig,sehr wichtig,nicht wichtig,gar nicht wichtig,egal,egal,egal,,keine technischen Fertigkeiten (Computerbedienung) dafür erforderlich;Nachfragen einfacher;direktes Gespräch mit Lehrkraft möglich;,,5.0,5.0,,bautechnikum
382,10,2021-03-12 09:52:10,2021-03-12 09:55:53,HTL,18-20,11,männlich,4.0,3.0,5.0,3.0,4.0,wichtig,wichtig,sehr wichtig,sehr wichtig,egal,nicht wichtig,egal,sehr wichtig,wichtig,egal,egal,egal,egal,,ruhigere Arbeitsumgebung als zuhause;,,4.0,4.0,,bautechnikum
383,11,2021-03-12 09:48:17,2021-03-12 10:03:26,HTL,16-17,11,männlich,1.0,4.0,5.0,5.0,5.0,gar nicht wichtig,sehr wichtig,wichtig,sehr wichtig,wichtig,wichtig,gar nicht wichtig,sehr wichtig,gar nicht wichtig,nicht wichtig,sehr wichtig,sehr wichtig,sehr wichtig,"Wenn es Lehrer schaffen würden, den Stoff im Unterricht beizubringen.",direktes Gespräch mit Lehrkraft möglich;Reaktion der Lehrkraft auf das Verhalten der Schüler/innen besser erkennbar;Zusammenarbeit mit Mitschüler/innen einfacher;ruhigere Arbeitsumgebung als zuhause;Nachfragen einfacher;,,3.0,1.0,Der Onlineunterricht funktioniert nicht. Zu viele Aufgaben und eine schlecht Übermittlung des Stoffes. Daher ein sehr hoher Druck und eine psychische Belastung.,bautechnikum
384,12,2021-03-12 09:44:59,2021-03-12 10:03:45,HTL,16-17,10,männlich,2.0,3.0,5.0,3.0,4.0,egal,wichtig,sehr wichtig,wichtig,nicht wichtig,egal,gar nicht wichtig,wichtig,nicht wichtig,nicht wichtig,nicht wichtig,nicht wichtig,wichtig,"Wenn ich spaß mit den SchülerInnen im Onlineunterricht habe.
Wenn ich über interessanten Themen im Unterricht spreche.",direktes Gespräch mit Lehrkraft möglich;Reaktion der Lehrkraft auf das Verhalten der Schüler/innen besser erkennbar;Nachfragen einfacher;keine technischen Fertigkeiten (Computerbedienung) dafür erforderlich;Sonstige;,"Angenehmer Arbeitsplatz  (mehr Platz, bessere Beleuchtung...)",4.0,2.0,,bautechnikum
385,13,2021-03-12 09:54:31,2021-03-12 10:05:03,HTL,16-17,11,weiblich,3.0,2.0,2.0,3.0,3.0,wichtig,sehr wichtig,egal,wichtig,wichtig,wichtig,egal,wichtig,nicht wichtig,nicht wichtig,wichtig,egal,egal,,direktes Gespräch mit Lehrkraft möglich;Reaktion der Lehrkraft auf das Verhalten der Schüler/innen besser erkennbar;Nachfragen einfacher;,,4.0,3.0,,bautechnikum
386,14,2021-03-12 09:57:00,2021-03-12 10:08:31,HTL,16-17,10,weiblich,1.0,3.0,5.0,4.0,4.0,egal,wichtig,wichtig,sehr wichtig,sehr wichtig,egal,wichtig,wichtig,egal,egal,egal,wichtig,egal,"nicht den ganzen Tag in Meetings hängen. Nur weil wir den ganzen Tag zuuhause sind heißt es nicht dass wir den ganzen Tag lernen oder erreichbar sein solln, wir haben nicht mal so richtig die möglichkeiten seine ""Freizeit"" zu nutzen.",direktes Gespräch mit Lehrkraft möglich;Reaktion der Lehrkraft auf das Verhalten der Schüler/innen besser erkennbar;Zusammenarbeit mit Mitschüler/innen einfacher;Nachfragen einfacher;keine technischen Fertigkeiten (Computerbedienung) dafür erforderlich;,,1.0,2.0,,bautechnikum
387,15,2021-03-12 10:05:56,2021-03-12 10:09:11,HTL,16-17,11,männlich,5.0,4.0,5.0,1.0,2.0,wichtig,wichtig,wichtig,egal,nicht wichtig,nicht wichtig,egal,egal,nicht wichtig,gar nicht wichtig,egal,egal,wichtig,,,,2.0,5.0,,bautechnikum
388,16,2021-03-12 09:55:14,2021-03-12 10:10:32,Tageskolleg,18-20,>13,weiblich,1.0,3.0,5.0,4.0,4.0,egal,wichtig,wichtig,sehr wichtig,egal,egal,egal,wichtig,wichtig,egal,egal,egal,egal,"wenn wir alle unsere Kameras anmachen müssen. Der Unterricht sich dann ,,normaler'' an",direktes Gespräch mit Lehrkraft möglich;keine technischen Fertigkeiten (Computerbedienung) dafür erforderlich;Reaktion der Lehrkraft auf das Verhalten der Schüler/innen besser erkennbar;Zusammenarbeit mit Mitschüler/innen einfacher;ruhigere Arbeitsumgebung als zuhause;Nachfragen einfacher;Sonstige;,"Zuhause habe ich keinen gescheiten Tagesablauf - ich steh oft 15min vor Unterrichtsbeginn auf, weil ich mir denke, dass ich mich ja eh nur zum Schreibtisch setzen muss -> mein privates Leben und die Schule verschmelzen zu einem und das ist absolut ungut. Außerdem lasse ich mich viieellll leichter ablenken als in der Schule ----->>>> die Schule reguliert meinen Tagesablauf, weil ich aufstehen, mich fertig machen und dann in die Schule fahren muss. Und außerdem ist das lernen/die Schule mehr von meinem privaten Leben getrennt (besser für meinen mentalen Zustand)",2.0,1.0,,bautechnikum
389,17,2021-03-12 10:06:41,2021-03-12 10:11:34,Tageskolleg,>20,>13,männlich,1.0,4.0,5.0,5.0,4.0,gar nicht wichtig,wichtig,wichtig,sehr wichtig,wichtig,gar nicht wichtig,sehr wichtig,sehr wichtig,egal,egal,wichtig,egal,egal,Leider keine Ideen :-(,direktes Gespräch mit Lehrkraft möglich;Reaktion der Lehrkraft auf das Verhalten der Schüler/innen besser erkennbar;Zusammenarbeit mit Mitschüler/innen einfacher;Nachfragen einfacher;,,3.0,1.0,,bautechnikum
390,18,2021-03-12 10:08:14,2021-03-12 10:11:39,Tageskolleg,>20,>13,männlich,2.0,4.0,5.0,4.0,4.0,egal,sehr wichtig,sehr wichtig,wichtig,egal,egal,gar nicht wichtig,wichtig,sehr wichtig,wichtig,sehr wichtig,wichtig,sehr wichtig,,direktes Gespräch mit Lehrkraft möglich;Reaktion der Lehrkraft auf das Verhalten der Schüler/innen besser erkennbar;Zusammenarbeit mit Mitschüler/innen einfacher;Nachfragen einfacher;,,3.0,1.0,,bautechnikum
391,19,2021-03-12 10:10:44,2021-03-12 10:13:40,Tageskolleg,>20,>13,männlich,3.0,4.0,5.0,3.0,4.0,egal,sehr wichtig,wichtig,wichtig,wichtig,nicht wichtig,gar nicht wichtig,sehr wichtig,egal,egal,egal,egal,egal,,direktes Gespräch mit Lehrkraft möglich;Reaktion der Lehrkraft auf das Verhalten der Schüler/innen besser erkennbar;Zusammenarbeit mit Mitschüler/innen einfacher;Nachfragen einfacher;,,4.0,3.0,,bautechnikum
392,20,2021-03-12 10:13:29,2021-03-12 10:21:26,Fachschule,16-17,10,männlich,4.0,5.0,5.0,2.0,3.0,wichtig,sehr wichtig,wichtig,sehr wichtig,wichtig,egal,nicht wichtig,sehr wichtig,egal,wichtig,egal,wichtig,wichtig,,direktes Gespräch mit Lehrkraft möglich;Reaktion der Lehrkraft auf das Verhalten der Schüler/innen besser erkennbar;Nachfragen einfacher;,,2.0,3.0,,bautechnikum
393,21,2021-03-12 10:33:06,2021-03-12 10:35:35,Tageskolleg,18-20,>13,männlich,1.0,4.0,3.0,5.0,3.0,egal,wichtig,sehr wichtig,wichtig,wichtig,wichtig,wichtig,sehr wichtig,egal,wichtig,wichtig,egal,egal,,direktes Gespräch mit Lehrkraft möglich;Reaktion der Lehrkraft auf das Verhalten der Schüler/innen besser erkennbar;Nachfragen einfacher;,,1.0,1.0,,bautechnikum
394,22,2021-03-12 10:30:31,2021-03-12 10:36:31,Fachschule,16-17,11,weiblich,1.0,5.0,5.0,5.0,5.0,egal,wichtig,sehr wichtig,sehr wichtig,sehr wichtig,nicht wichtig,sehr wichtig,sehr wichtig,gar nicht wichtig,egal,sehr wichtig,egal,egal,langsameres Arbeitstempo(dadurch versteht man was unterrichtet wird),Nachfragen einfacher;ruhigere Arbeitsumgebung als zuhause;Reaktion der Lehrkraft auf das Verhalten der Schüler/innen besser erkennbar;keine technischen Fertigkeiten (Computerbedienung) dafür erforderlich;Sonstige;,"Stoff ist leichter zu verstehen, Lehrer erklären besser im Klassenzimmer",5.0,3.0,,bautechnikum
395,23,2021-03-12 11:04:49,2021-03-12 11:06:01,HTL,16-17,11,weiblich,4.0,3.0,5.0,3.0,4.0,egal,sehr wichtig,sehr wichtig,wichtig,wichtig,nicht wichtig,wichtig,sehr wichtig,egal,egal,wichtig,wichtig,wichtig,,keine technischen Fertigkeiten (Computerbedienung) dafür erforderlich;direktes Gespräch mit Lehrkraft möglich;Zusammenarbeit mit Mitschüler/innen einfacher;,,4.0,4.0,,bautechnikum
396,24,2021-03-12 10:59:43,2021-03-12 11:09:15,HTL,16-17,11,männlich,5.0,4.0,5.0,2.0,,egal,wichtig,egal,egal,wichtig,egal,egal,sehr wichtig,nicht wichtig,wichtig,sehr wichtig,sehr wichtig,sehr wichtig,Test online,direktes Gespräch mit Lehrkraft möglich;Zusammenarbeit mit Mitschüler/innen einfacher;Nachfragen einfacher;,,3.0,5.0,,bautechnikum
397,25,2021-03-12 11:03:34,2021-03-12 11:14:17,HTL,16-17,11,weiblich,3.0,4.0,5.0,3.0,4.0,egal,sehr wichtig,sehr wichtig,sehr wichtig,nicht wichtig,egal,egal,wichtig,nicht wichtig,nicht wichtig,wichtig,wichtig,wichtig,,keine technischen Fertigkeiten (Computerbedienung) dafür erforderlich;direktes Gespräch mit Lehrkraft möglich;,,3.0,3.0,"Der Schichtbetrieb ist, meiner Meinung nach nicht sehr effektiv. Durch diese Teilung wird eine Gruppe, die zuhause ist benachteiligt. ",bautechnikum
398,26,2021-03-12 11:08:11,2021-03-12 11:15:23,HTL,16-17,11,männlich,4.0,5.0,5.0,1.0,3.0,egal,wichtig,sehr wichtig,sehr wichtig,egal,sehr wichtig,egal,sehr wichtig,sehr wichtig,wichtig,wichtig,sehr wichtig,sehr wichtig,,direktes Gespräch mit Lehrkraft möglich;Nachfragen einfacher;Zusammenarbeit mit Mitschüler/innen einfacher;Reaktion der Lehrkraft auf das Verhalten der Schüler/innen besser erkennbar;,,5.0,1.0,,bautechnikum
399,27,2021-03-12 11:09:25,2021-03-12 11:24:08,HTL,16-17,11,männlich,5.0,5.0,5.0,1.0,5.0,sehr wichtig,sehr wichtig,sehr wichtig,wichtig,egal,egal,wichtig,wichtig,wichtig,wichtig,egal,egal,egal,,direktes Gespräch mit Lehrkraft möglich;,,2.0,1.0,"Ich finde das Schulsystem grauenhaft, weil man 2 tage zur schule geht und 2 tage zu hause ist. Entweder geht man jeden Tag zur schule oder es bleibt im DL. Das System, dass jetzt angewendet wird ist erstens zu aufwändig und man kommt nicht mit dem Stoff weiter. Meiner Meinung nach war das DL viel besser als Schichtbetrieb. Ein anderer Vorschlag wäre Schichtbetrieb so einzuteilen, dass die beiden Gruppen sich pro Woche austauschen bzw. geht Gruppe A diese Woche und die nächste Woche geht die Gruppe B. DL oder man geht jeden Tag zu Schule. Das ist kein Spiel, wo man die Schüler jedes mal umschaltet. Wir Schüler gewöhnen uns daran, und das ganze Umstellen macht uns und den Lehrern das Leben nur schwer.",bautechnikum
400,28,2021-03-12 11:09:38,2021-03-12 11:24:15,HTL,16-17,11,männlich,2.0,3.0,5.0,4.0,5.0,egal,wichtig,wichtig,wichtig,egal,wichtig,sehr wichtig,wichtig,nicht wichtig,egal,gar nicht wichtig,wichtig,wichtig,"Wenn man nicht gleich anfängt zu arbeiten, sondern wenn der Lehrer auch mal fragt wie es den Schülern geht (ein wenig persönlicher); wenn man nicht zu schnell schreibt, damit man auch mitkommen kann",direktes Gespräch mit Lehrkraft möglich;keine technischen Fertigkeiten (Computerbedienung) dafür erforderlich;Zusammenarbeit mit Mitschüler/innen einfacher;Reaktion der Lehrkraft auf das Verhalten der Schüler/innen besser erkennbar;Nachfragen einfacher;,,3.0,3.0,"Es ist schwierig Motivation zu finden, wenn der Unterricht nicht gut gestaltet ist.",bautechnikum
401,29,2021-03-12 11:24:59,2021-03-12 11:30:48,Tageskolleg,18-20,>13,männlich,2.0,3.0,5.0,4.0,5.0,gar nicht wichtig,sehr wichtig,wichtig,wichtig,egal,nicht wichtig,egal,sehr wichtig,nicht wichtig,wichtig,wichtig,egal,egal,,direktes Gespräch mit Lehrkraft möglich;keine technischen Fertigkeiten (Computerbedienung) dafür erforderlich;Zusammenarbeit mit Mitschüler/innen einfacher;Reaktion der Lehrkraft auf das Verhalten der Schüler/innen besser erkennbar;,,1.0,1.0,,bautechnikum
402,30,2021-03-12 11:31:02,2021-03-12 11:33:37,Fachschule,16-17,11,männlich,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,Reaktion der Lehrkraft auf das Verhalten der Schüler/innen besser erkennbar;keine technischen Fertigkeiten (Computerbedienung) dafür erforderlich;direktes Gespräch mit Lehrkraft möglich;Nachfragen einfacher;,,4.0,4.0,,bautechnikum
403,31,2021-03-12 11:46:38,2021-03-12 11:48:53,HTL,16-17,11,weiblich,2.0,3.0,5.0,4.0,3.0,wichtig,egal,sehr wichtig,sehr wichtig,egal,nicht wichtig,wichtig,wichtig,egal,wichtig,wichtig,nicht wichtig,nicht wichtig,,direktes Gespräch mit Lehrkraft möglich;keine technischen Fertigkeiten (Computerbedienung) dafür erforderlich;Zusammenarbeit mit Mitschüler/innen einfacher;Nachfragen einfacher;,,3.0,1.0,,bautechnikum
404,32,2021-03-12 12:00:58,2021-03-12 12:02:30,HTL,16-17,11,weiblich,2.0,5.0,4.0,3.0,4.0,wichtig,sehr wichtig,sehr wichtig,sehr wichtig,wichtig,egal,wichtig,sehr wichtig,egal,egal,egal,sehr wichtig,wichtig,Teamarbeit,direktes Gespräch mit Lehrkraft möglich;keine technischen Fertigkeiten (Computerbedienung) dafür erforderlich;Reaktion der Lehrkraft auf das Verhalten der Schüler/innen besser erkennbar;Nachfragen einfacher;,,3.0,2.0,,bautechnikum
405,33,2021-03-12 12:00:38,2021-03-12 12:06:52,Fachschule,16-17,11,weiblich,3.0,4.0,2.0,2.0,3.0,egal,sehr wichtig,sehr wichtig,wichtig,wichtig,wichtig,wichtig,wichtig,egal,egal,wichtig,wichtig,wichtig,,direktes Gespräch mit Lehrkraft möglich;Nachfragen einfacher;,,5.0,5.0,,bautechnikum
406,34,2021-03-12 12:09:12,2021-03-12 12:12:13,HTL,16-17,11,weiblich,3.0,5.0,5.0,1.0,3.0,egal,egal,sehr wichtig,wichtig,wichtig,wichtig,wichtig,sehr wichtig,wichtig,sehr wichtig,egal,wichtig,wichtig,,direktes Gespräch mit Lehrkraft möglich;keine technischen Fertigkeiten (Computerbedienung) dafür erforderlich;Nachfragen einfacher;,,4.0,1.0,"Entweder ganz online oder gar nicht. Man lern sogar viel mehr wenn man nur zu Hause ist, als so in Gruppen zur Schule zu gehen. Außerdem ist es viel anstrengender. ",bautechnikum
407,35,2021-03-12 12:12:00,2021-03-12 12:13:16,Tageskolleg,>20,>13,,4.0,5.0,5.0,5.0,5.0,wichtig,wichtig,wichtig,wichtig,wichtig,wichtig,nicht wichtig,wichtig,wichtig,nicht wichtig,egal,wichtig,sehr wichtig,,direktes Gespräch mit Lehrkraft möglich;Reaktion der Lehrkraft auf das Verhalten der Schüler/innen besser erkennbar;ruhigere Arbeitsumgebung als zuhause;,,1.0,1.0,,bautechnikum
408,36,2021-03-12 12:46:40,2021-03-12 12:50:40,Tageskolleg,18-20,>13,weiblich,4.0,4.0,5.0,5.0,3.0,gar nicht wichtig,egal,wichtig,sehr wichtig,egal,egal,wichtig,sehr wichtig,wichtig,sehr wichtig,egal,wichtig,egal,,direktes Gespräch mit Lehrkraft möglich;Reaktion der Lehrkraft auf das Verhalten der Schüler/innen besser erkennbar;Zusammenarbeit mit Mitschüler/innen einfacher;Nachfragen einfacher;,,3.0,1.0,,bautechnikum
409,37,2021-03-12 12:58:12,2021-03-12 13:02:00,Tageskolleg,>20,>13,weiblich,1.0,5.0,5.0,5.0,3.0,wichtig,sehr wichtig,sehr wichtig,wichtig,wichtig,,wichtig,wichtig,egal,nicht wichtig,egal,egal,egal,,direktes Gespräch mit Lehrkraft möglich;keine technischen Fertigkeiten (Computerbedienung) dafür erforderlich;Reaktion der Lehrkraft auf das Verhalten der Schüler/innen besser erkennbar;Zusammenarbeit mit Mitschüler/innen einfacher;ruhigere Arbeitsumgebung als zuhause;Nachfragen einfacher;,,1.0,1.0,,bautechnikum
410,38,2021-03-12 12:59:40,2021-03-12 13:04:27,HTL,16-17,10,männlich,4.0,5.0,5.0,3.0,2.0,gar nicht wichtig,wichtig,egal,wichtig,wichtig,nicht wichtig,egal,wichtig,egal,wichtig,wichtig,wichtig,wichtig,Nichts,direktes Gespräch mit Lehrkraft möglich;keine technischen Fertigkeiten (Computerbedienung) dafür erforderlich;,,2.0,5.0,,bautechnikum
411,39,2021-03-12 13:18:20,2021-03-12 13:22:06,Tageskolleg,18-20,>13,weiblich,2.0,4.0,2.0,2.0,3.0,wichtig,sehr wichtig,sehr wichtig,sehr wichtig,egal,egal,egal,sehr wichtig,nicht wichtig,wichtig,sehr wichtig,egal,egal,/,direktes Gespräch mit Lehrkraft möglich;keine technischen Fertigkeiten (Computerbedienung) dafür erforderlich;Zusammenarbeit mit Mitschüler/innen einfacher;,,2.0,1.0,/,bautechnikum
412,40,2021-03-12 15:06:52,2021-03-12 15:08:10,HTL,16-17,11,männlich,3.0,5.0,5.0,5.0,5.0,sehr wichtig,sehr wichtig,sehr wichtig,sehr wichtig,,egal,egal,sehr wichtig,egal,wichtig,sehr wichtig,sehr wichtig,egal,,direktes Gespräch mit Lehrkraft möglich;Reaktion der Lehrkraft auf das Verhalten der Schüler/innen besser erkennbar;Nachfragen einfacher;,,5.0,5.0,,bautechnikum
413,41,2021-03-12 11:30:50,2021-03-12 16:01:28,Fachschule,16-17,11,männlich,1.0,3.0,4.0,4.0,3.0,wichtig,sehr wichtig,wichtig,wichtig,sehr wichtig,wichtig,sehr wichtig,sehr wichtig,egal,wichtig,egal,wichtig,wichtig,,direktes Gespräch mit Lehrkraft möglich;Reaktion der Lehrkraft auf das Verhalten der Schüler/innen besser erkennbar;Zusammenarbeit mit Mitschüler/innen einfacher;,,5.0,1.0,,bautechnikum
414,42,2021-03-12 18:14:42,2021-03-12 18:21:09,HTL,18-20,11,männlich,2.0,2.0,5.0,5.0,5.0,wichtig,sehr wichtig,wichtig,sehr wichtig,wichtig,egal,sehr wichtig,wichtig,egal,egal,egal,wichtig,wichtig,,direktes Gespräch mit Lehrkraft möglich;keine technischen Fertigkeiten (Computerbedienung) dafür erforderlich;Reaktion der Lehrkraft auf das Verhalten der Schüler/innen besser erkennbar;Zusammenarbeit mit Mitschüler/innen einfacher;Nachfragen einfacher;,,5.0,3.0,,bautechnikum
415,43,2021-03-13 06:07:40,2021-03-13 06:11:58,Fachschule,16-17,10,,1.0,2.0,5.0,3.0,4.0,wichtig,,,wichtig,wichtig,wichtig,wichtig,wichtig,egal,wichtig,wichtig,wichtig,wichtig,Online Freude haben ,direktes Gespräch mit Lehrkraft möglich;Zusammenarbeit mit Mitschüler/innen einfacher;Reaktion der Lehrkraft auf das Verhalten der Schüler/innen besser erkennbar;keine technischen Fertigkeiten (Computerbedienung) dafür erforderlich;Nachfragen einfacher;Sonstige;,Kann dir das besser erklären ,3.0,1.0,Hoffe Corona ist bald vorbei ,bautechnikum
416,44,2021-03-13 12:03:13,2021-03-13 12:08:38,HTL,16-17,11,männlich,5.0,3.0,5.0,3.0,,egal,sehr wichtig,wichtig,sehr wichtig,sehr wichtig,egal,wichtig,sehr wichtig,egal,wichtig,wichtig,wichtig,wichtig,,direktes Gespräch mit Lehrkraft möglich;Zusammenarbeit mit Mitschüler/innen einfacher;Nachfragen einfacher;,,1.0,3.0,"Manche können einfach nicht online unterrichten, manche eben schon, manche verlangen 10 Wiederholungen ohne was gemacht zu haben, entweder Distance Learning oder Präsenzunterricht, beides geht nicht",bautechnikum
417,45,2021-03-13 15:34:29,2021-03-13 15:39:38,Fachschule,16-17,11,männlich,1.0,3.0,5.0,5.0,5.0,egal,sehr wichtig,egal,wichtig,wichtig,egal,gar nicht wichtig,wichtig,egal,nicht wichtig,wichtig,wichtig,wichtig,,direktes Gespräch mit Lehrkraft möglich;Reaktion der Lehrkraft auf das Verhalten der Schüler/innen besser erkennbar;Nachfragen einfacher;,,2.0,1.0,,bautechnikum
418,46,2021-03-13 23:04:23,2021-03-13 23:06:43,Tageskolleg,>20,>13,männlich,3.0,3.0,5.0,3.0,4.0,wichtig,wichtig,wichtig,sehr wichtig,wichtig,egal,egal,wichtig,egal,egal,egal,egal,egal,,direktes Gespräch mit Lehrkraft möglich;Reaktion der Lehrkraft auf das Verhalten der Schüler/innen besser erkennbar;Zusammenarbeit mit Mitschüler/innen einfacher;,,3.0,3.0,,bautechnikum
